,CensusTract,rating,review_count,total_resturants,Mexican,American (New),Food Trucks,Cafes,Coffee & Tea,Italian,Breakfast & Brunch,Burgers,Japanese,Korean,American (Traditional),Mediterranean,Seafood,Chinese,Pizza,Sandwiches,Bakeries,Barbeque,Thai,Ramen,Tacos,Sushi Bars,Bars,Latin American,Asian Fusion,Filipino,Food Stands,Indian,French,Delis,Vegan,Vietnamese,Diners,Sports Bars,Middle Eastern,Persian/Iranian,Salad,Salvadoran,Cocktail Bars,Wine Bars,Chicken Wings,Street Vendors,Taiwanese,Creperies,Hot Dogs,Caribbean,Hawaiian,Brazilian,Southern,Soul Food,average resturant price,Unnamed: 0,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unnamed: 0.1,africanamerican138,africanamerican200,age_0_15_138,age_0_15_200,age_16_18_138,age_16_18_200,age_19_20_138,age_19_20_200,age_21_25_138,age_21_25_200,age_26_59_138,age_26_59_200,age_60_64_138,age_60_64_200,age_65up_138,age_65up_200,asian138,asian200,census_tract,female138,female200,latino138,latino200,male138,male200,multi_race138,nativeamerican138,nativeamerican200,other138,otherrace200,pacific_islander138,pacificislander200,service_area,two_more200,white138,white200,percent_bachelors,africanamericantotal,age_0_15_total,age_16_18_total,age_19_20_total,age_21_25_total,age_26_59_total,age_60_64_total,age_65up_total,asiantotal,femaletotal,latinototal,maletotal,multi_racetotal,nativeamericantotal,othertotal,pacific_islandertotal,whitetotal,total_pop,bachelors_percap,138_percap,200_percap,tract_group
latinototal,-0.01646301743000519,0.19747719093406957,-0.16897733021458294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021500293993585367,0.25419086858299283,0.2534864496855082,0.2340779732548621,0.8055680279192835,-0.7174528622763058,0.07244614487656441,-0.08208298198699839,-0.3216020476010186,0.011687334296619572,-0.38715380983068104,-0.6005973502891774,-0.4603531145907102,-0.6234184635950303,-0.534238288674622,0.6740121278753147,0.6828646642409458,-0.7786630677284205,0.5759058438734621,-0.10189829898638557,0.6638595300824822,0.7507896411518367,-0.43275833420735343,0.4417021862728319,0.5214773230989744,-0.011493564580038342,0.11745091758842688,-0.4477061161511859,0.25222587521815476,-0.041098942770391785,0.3120352091030317,-0.246291650168881,-0.09090358459550593,-0.05523958605534049,0.35008261069688607,0.06624343752301795,0.33367013292619163,0.31982032619059114,0.9633089600366102,0.9612538704685607,0.9528561457597999,0.9497968014848384,0.6078928377885178,0.7103783305076125,0.45261738730793755,0.5610103475498156,0.8426179761815481,0.8662482122783106,0.6800649255126571,0.7208378964629839,0.4494045203883018,0.4768039901357466,0.03492473063958598,0.04020395143463169,-0.016463017430005118,0.9049517396073468,0.9175985683714412,0.9969413009163389,0.9982397904024913,0.9108496272127109,0.9263465338854221,0.036031311095649575,0.40701495317467473,0.40872662867795734,0.5348297121584348,0.516243720143754,0.24885967164453146,0.23659339834981183,0.18575028594604293,0.008987336914629841,-0.3048779723946785,-0.31008837699400477,-0.7442144864285212,0.3262995001556761,0.9674356517304461,0.9548895100171368,0.6663932355161368,0.5123144089823207,0.8584776697020472,0.7062093545642455,0.46635468471663705,0.03799606474364079,0.9149720758656184,1.0,0.922179743612852,0.020992388350429263,0.41151666927177627,0.5278631796153448,0.2432976592588633,-0.30861383372990564,0.9213514378275961,-0.7442144864285197,0.9107450261090261,0.9247124930718224,-0.016984411603510177
maletotal,0.007552781629111478,0.17903749421027967,-0.06289429459540158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06837741681784547,0.3371680586091784,0.33790237138894047,0.30889123809979074,0.6343022417939012,-0.6489270869182161,0.1915452655023154,-0.07493784594717581,-0.20960421876249233,0.023337014154901796,-0.24529198754244735,-0.6473634398179916,-0.4759205379453893,-0.5911551499171365,-0.49398863425198763,0.7233437302562864,0.6778521205823617,-0.6765793994569591,0.5485233705133385,-0.100078397483625,0.5376224731684861,0.6322892835812084,-0.4781843543374402,0.335802172254328,0.5229180290759954,0.1144677942366185,0.1672661335160295,-0.4075373239223124,0.22853028948727844,0.07825884032994974,0.24656862926815512,-0.17313763484106337,-0.09750500449420206,-0.05764362982012726,0.35774681175929623,0.13133000233387404,0.4876475334077302,0.47371460570767354,0.9278383831756106,0.9182496407524503,0.9183036907389137,0.9066425868869207,0.7268109941712539,0.8062951353134237,0.6319310832609392,0.7258442083874751,0.9659403570078444,0.9688512018269524,0.8253673403781929,0.8473136354877763,0.6248522347684023,0.641288453526604,0.2660822856098605,0.2624131861275963,0.0075527816291111535,0.9850341291343254,0.9840135036108563,0.9238684774862689,0.9171345602424714,0.9963567350708432,0.9978005617074818,0.3470946443109195,0.5210658232204255,0.525144020714851,0.6500658799884238,0.6318802575278228,0.28814311533000736,0.2767183544708094,0.2228602619616507,0.31816889568147494,-0.03285057902218874,-0.04791057898584826,-0.6302357401204872,0.4803374352310502,0.9276974628006898,0.9154583380920573,0.7731856899207731,0.6845068614267625,0.9700439814555111,0.8412358991768385,0.6359798453008543,0.2645902480145791,0.9876110655229436,0.922179743612852,1.0,0.3319772437535883,0.5278416971606869,0.6440163556931345,0.283263124286125,-0.04145731602773043,0.996756556037374,-0.6302357401204873,0.9937404719536818,0.9938041093716494,0.007533618074906655
multi_racetotal,-0.00964300676333356,0.004063535376011225,0.07507019657361316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04264975738620511,0.34235073028000873,0.321381585561376,0.3344386795400479,-0.2189830040355287,0.0695072996567355,0.21578097468484395,-0.030865796011258325,0.09579110936461159,0.07990114650750989,0.35561794364822485,-0.1987402936693195,-0.10105913973279114,-0.05258832522837677,-0.029778972646064633,0.14338150840785932,0.028257696552910227,0.11344413061525312,0.0018418452549404398,0.05877455757519606,-0.15154103696082544,-0.19109331165264162,-0.03624053495827379,-0.15781065338906464,-0.032136762734151184,0.23067370945520946,0.1448514977062964,-0.0406981850783214,-0.07101888295971885,0.4122850739250384,-0.09294756282809691,0.15340545140377196,-0.06950804791943285,-0.02621435096804285,-0.0031825759354090046,0.09084891167430004,0.2919164031003342,0.3017205358955847,0.08876326361219924,0.09769348966919081,0.09635275258553773,0.09956276839994062,0.38309600478479144,0.3623274252327775,0.4906696900724274,0.48879584606660187,0.4193464163835238,0.39792940606508004,0.3972844366654788,0.3938976669532148,0.40824062893551244,0.41032996859924464,0.4283144247872644,0.40914788226440946,-0.009643006763333541,0.3442536741365779,0.3393512331269286,0.021361838338094734,0.020626355657068995,0.33415929019935126,0.3286109744261978,0.9960424012472425,0.2643992800809928,0.3039009052695344,0.351534756816971,0.37230635105592064,0.20863472774588934,0.23049271040786373,0.03930423327845679,0.9975290906142985,0.6896557658250227,0.6790958807939447,0.13959844851570405,0.2974980767039998,0.09407603329726659,0.09849927429162361,0.3732312893340223,0.4914120365835554,0.40792237973524936,0.39688725378439926,0.41054334037957796,0.41839222781659313,0.34259339567325114,0.020992388350429263,0.3319772437535883,1.0,0.28792790042365096,0.36506395254664575,0.2220224390547339,0.6854616850396422,0.3384541332355368,0.139598448515704,0.3404168666806599,0.3351250247947614,-0.009761736828640347
nativeamericantotal,0.013397988413366216,0.10755881039715785,-0.021195064415183897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037891233015456216,0.19157101584551414,0.2317202681612395,0.13744755121643434,0.27182775437471207,-0.3219478874718713,0.21591018522620817,0.04199689959670892,-0.14286528478642854,0.025048328455035872,-0.021077394310906567,-0.37180027988070996,-0.2647453010638069,-0.3136764741422633,-0.259221179594179,0.44439648663387915,0.41698095198738055,-0.32432695287850216,0.3317636676304707,-0.09494797004889304,0.24583013673722987,0.2653573972970264,-0.30871270766794845,0.14223215183647733,0.31269956990247416,0.13078320298902296,0.05401449157133365,-0.17816036594800985,0.18481819836768573,0.028619670493262396,0.08813069459094187,-0.04861647394057742,-0.04916018417870342,-0.04809885986194827,0.333283062373697,0.06893335699269768,0.3792633408138573,0.3630370505661082,0.41135545201242246,0.41685073883995716,0.4120918190298308,0.41779749722622533,0.3076905675218431,0.3476907987720633,0.2741658138518948,0.3223655113976593,0.5411355853822724,0.5272862087051557,0.6543360180200335,0.6085628900767273,0.47066940615584496,0.4595901238778406,0.11111690496044077,0.10748977002376346,0.01339798841336606,0.47911397991305343,0.48380328548453655,0.4082284884386169,0.41233237747389845,0.5286299326765529,0.5245733490552437,0.2952310975424836,0.9900738080001893,0.9923289549713863,0.36158635430387065,0.3599434280352141,0.19319928599668548,0.18649005620523137,0.12425090582627056,0.28054292734884356,0.06138652423720191,0.05334899170090643,-0.32632556415544456,0.37061994464795495,0.41656453809246136,0.4168475286408915,0.3308002288560284,0.3009710944956295,0.5344214210764243,0.6305296955866352,0.46557767284409796,0.10930572474394362,0.4832887990527743,0.41151666927177627,0.5278416971606869,0.28792790042365096,1.0,0.36287225771557774,0.1904613703512128,0.05699694770860261,0.5066347746153,-0.3263255641554449,0.5048951751131298,0.5052950041855058,0.014012134400150913
othertotal,0.059413195373027805,0.0828476391211198,-0.03424298150975795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12643581528659745,0.22409720006960784,0.22000837712425403,0.20968709575124386,0.3055829530276888,-0.4115741721159718,0.3559775749990003,-0.08644842504271678,-0.1693542411333027,0.029834242352909993,-0.1056218896655884,-0.4486533114793657,-0.32628483853701923,-0.37605044347867395,-0.30962155488959636,0.4620188661342072,0.434882306406836,-0.4063687016974258,0.41709134977220563,-0.04611917277216169,0.31227148011139844,0.28668089363795873,-0.304421294153309,0.1253690578619178,0.3696666811001468,0.06608807267018542,0.1296946750643822,-0.2562031107631006,0.2463516272687012,0.07963384628787618,0.13184388983825623,-0.09667193092266108,-0.044053168198433856,-0.07137519465553395,0.2394391827773519,0.17145953251242324,0.53307770590397,0.5343099751361874,0.5666661948296459,0.5594274290673955,0.5703852539426484,0.5610969643565261,0.49647615452816074,0.5364830232674528,0.43734021022501335,0.48996947708318583,0.6562853143206657,0.6484337642805658,0.5937627801600562,0.5961265582088519,0.4296645943199007,0.4294611442330489,0.13778347003180097,0.13212454842727162,0.05941319537302783,0.6519939872451969,0.6446742176649705,0.5299271301927321,0.5241425871718255,0.644099271167214,0.6407117270227105,0.37652796170395336,0.3549524481907159,0.36388661720911514,0.9927742538571699,0.994994933326343,0.19593490018860235,0.19376723097685858,0.21590724735483524,0.35395816754930026,0.009831459135424067,-0.006051330736557098,-0.37272452029404557,0.5341214645383803,0.5658323453578734,0.5674899902587975,0.5203316122955721,0.4671000313261495,0.6533504647936176,0.59744621355873,0.43070836847815974,0.1348790009111492,0.6499565987987466,0.5278631796153448,0.6440163556931345,0.36506395254664575,0.36287225771557774,1.0,0.19576210764478316,0.0008693827711723853,0.6490657229305216,-0.37272452029404596,0.6502222499646725,0.6447124430456149,0.06037307569622071
pacific_islandertotal,0.10440164331374435,0.045513064688646875,-0.061367600795874014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13019648692393365,0.14026360676004462,0.12309940176886712,0.14523360250309078,0.14384499682612487,-0.16531967582708396,0.04339191636399281,-0.03225268321264304,-0.022794310772887603,0.1603510425648443,-0.018507266480447055,-0.16599188466630826,-0.11724194206926279,-0.15797886150290566,-0.12936694570845586,0.17905604215543725,0.18956644071775747,-0.16249294021592084,0.1605422757659468,-0.021502643710524905,0.10980236920110426,0.13240826276891313,-0.04516752796576955,0.057434434952484806,0.03917277631886428,0.020919985630063483,0.17839063001210415,-0.13985224710355654,-0.06840222918978045,0.07149947963013083,0.11387609937300142,-0.035108938140486656,-0.10675717123154001,0.042524812533367456,0.08973312195584916,0.15599655028004117,0.1129341286501818,0.11498662490009229,0.2532814345113921,0.26045533051986985,0.24650553653607368,0.25539892310564155,0.22066676501177784,0.25333757903166254,0.19477361086360032,0.22957081221662512,0.27001327439109896,0.2789412727793615,0.20275778736212882,0.2177696515060803,0.1599507274550039,0.1732752235216191,0.1129853603909699,0.11382746808323839,0.10440164331374413,0.2744216747702694,0.28535547837133957,0.2393476548426076,0.2453021431084543,0.2774187970644681,0.28638054217651293,0.2196714458365617,0.18118011699727501,0.19550113960162457,0.19210174103871974,0.19665248826585818,0.9932846915713823,0.9958130062148572,0.21726092563490562,0.22263763455203092,0.034009142200361143,0.033286800812708815,-0.1528368778862162,0.114138377847016,0.2585388647585942,0.25237268565168164,0.23942147176406128,0.21411412837600313,0.2758848370849371,0.2121974332970898,0.16803539183698005,0.1137129908068193,0.28145939723091107,0.2432976592588633,0.283263124286125,0.2220224390547339,0.1904613703512128,0.19576210764478316,1.0,0.033688241046502206,0.2832190791410434,-0.1528368778862162,0.27677019279018406,0.2867359252500561,0.10501569763244331
whitetotal,-0.1398703696508499,-0.08002037926674277,0.14399280503716674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14896320471430521,0.19162394266497607,0.2069262405532319,0.16129574740910263,-0.47302658867721115,0.5396539669415336,-0.2186017518788742,0.004850335286866034,0.10655414405309076,0.0017658962010462863,0.44451021524836365,0.12348723932267487,0.14795198335856893,0.2907794338357558,0.2644818838733894,-0.13162436699122157,-0.2557507171872797,0.4630686204567186,-0.3143933448570089,-0.01751813780278014,-0.37013102754552607,-0.4455412506130447,0.07488729231082936,-0.35922047048622807,-0.23325242237204982,0.272778122141018,0.12610239245380364,0.2516148486500116,-0.24793123316075066,0.43377239087581887,-0.10947677365190048,0.044680651748924397,0.08613127891489998,0.00012232927601052795,-0.19621844073436295,-0.12543233200116352,-0.20281321830379062,-0.20320869832279398,-0.2970446602838424,-0.2979973667629238,-0.29474531809707977,-0.2958128016388689,0.1045495134354981,0.04776575818287249,0.2799106463161867,0.23768631758687767,0.06869980959024904,0.04382444635300711,0.04580736816650487,0.037238798648950515,0.13453225254709816,0.13166961281518835,0.3173377946246012,0.2930951222915174,-0.13987036965084979,-0.054669865578066024,-0.06488151569856715,-0.3041246289822825,-0.3107609140504019,-0.03459158991149487,-0.04658520442468282,0.6733957472812054,0.04317263987861804,0.06822184770169298,-0.003774958378202685,0.0047272933445639724,0.02895294715769659,0.03710989568996721,-0.23237964301986136,0.6911611696580511,0.9966608674354472,0.9980124134764284,0.4892246832993072,-0.20317007225000527,-0.299175204709706,-0.29648490357123286,0.0738715198664905,0.258279665310496,0.054387762576236225,0.04105104279814927,0.13325156667612972,0.3042911393195752,-0.0605975964151799,-0.30861383372990564,-0.04145731602773043,0.6854616850396422,0.05699694770860261,0.0008693827711723853,0.033688241046502206,1.0,-0.051402181241247756,0.489224683299307,-0.04501516195220162,-0.05610388236364618,-0.13779469833942748
total_pop,0.012090029289499555,0.17925919152894487,-0.07729039254346114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640604421260083,0.3451890899834712,0.3356273612939697,0.3261183523893041,0.6305386421450114,-0.6539464980468593,0.21345654482078338,-0.07944501967972306,-0.2131364951496994,0.02356345660780246,-0.2379401907680771,-0.646251967684011,-0.47473333894880926,-0.5916131756778302,-0.49525680983872267,0.7126070085857036,0.668901583925376,-0.6785473854402178,0.548458140581542,-0.08677244963453021,0.5334334871355554,0.6315194440469574,-0.450629460272465,0.344377366717313,0.4998148506856656,0.09839413552142312,0.153669720543288,-0.4128248509932196,0.22442430268594388,0.081076104610608,0.2400686603153265,-0.15746958386366589,-0.10887024639189187,-0.05580676287221315,0.3582434477694539,0.14050139868091427,0.512318856654172,0.4997783791983706,0.9365401476772062,0.9286703316696632,0.9309521869943792,0.9203287142729907,0.7322317420423798,0.8133357992657979,0.6295034471638443,0.7247617373573442,0.961807534176943,0.9665551561569317,0.8228740252125232,0.8487023426676046,0.6267558326904749,0.6442935352916371,0.2612987803293448,0.2583057805624845,0.012090029289499607,0.9936769870069929,0.993995884396962,0.9223816041481179,0.9168093878904354,0.9922321064871735,0.995258347623349,0.35320216392672005,0.49814052740374476,0.5057964047396087,0.6543889502837321,0.6374787806859057,0.28748663542905345,0.2771586248139355,0.2336292577143043,0.32490148809303415,-0.04362201002989112,-0.057172122897094564,-0.6333900387602763,0.5057899321293702,0.93737626221831,0.9287284675602752,0.7795146492062266,0.6827914355750372,0.9669702927896129,0.8409688601915165,0.6385211958255924,0.2601795983096755,0.9970362075859528,0.9213514378275961,0.996756556037374,0.3384541332355368,0.5066347746153,0.6490657229305216,0.2832190791410434,-0.051402181241247756,1.0,-0.6333900387602774,0.9961601712510493,0.997671949879627,0.012167763892798946
bachelors_percap,0.08101186140250531,-0.20992004134575812,0.2707972414484094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08385165700129164,-0.09191730387643526,-0.10502206442749266,-0.07163305172020656,-0.8831928200408761,0.8686368585040748,-0.23054603162850734,0.0162771510060587,0.33254419594244294,0.010425058902941117,0.43359253704156153,0.7130871142124621,0.5653539261543917,0.849311590852476,0.7531819012131128,-0.5953392314825211,-0.6577589496654209,0.9489218806054665,-0.7205965627019325,-0.09528480596680017,-0.7650763172610018,-0.795576457557536,0.3243465547153855,-0.5288766420680044,-0.4705120780135413,0.06878152439132254,0.006404033879026601,0.5769216809563846,-0.3331131389554483,0.26076169444697367,-0.20295692510615443,0.045417245409951776,0.19982375877130526,0.07129873776381387,-0.4368331841751444,0.08826118212948056,-0.34068392458090596,-0.3343071703727269,-0.7097650841457211,-0.7446231764155803,-0.7215500373937223,-0.747972996288235,-0.3879979618205236,-0.47546649590299583,-0.22741408983452793,-0.3137296979149183,-0.5229019247599269,-0.5498637555665261,-0.5175587791676654,-0.5487634501600133,-0.3372483975620487,-0.3578936118104192,0.09296092800137196,0.08699747635893107,0.08101186140250487,-0.6143421781149464,-0.6431469469119891,-0.7302060849004776,-0.7518004874995687,-0.6118194053743914,-0.641369340631923,0.1285144821554974,-0.3154986311440058,-0.33049403366851626,-0.36975170556838627,-0.3710861280227717,-0.1501802456837246,-0.15348485366135078,-0.1320387926547029,0.14757826883909134,0.48835826482150735,0.4876554798405347,0.9999999999999998,-0.3374194785735232,-0.732485549672665,-0.7389459130068768,-0.4374052441217756,-0.2744705058529569,-0.5399120824066747,-0.5375679547125435,-0.35001863658689875,0.0897848347801289,-0.6325421119371677,-0.7442144864285197,-0.6302357401204873,0.139598448515704,-0.3263255641554449,-0.37272452029404596,-0.1528368778862162,0.489224683299307,-0.6333900387602774,1.0,-0.6150901482193114,-0.6442645650045475,0.07964669988139249
138_percap,0.03136195538978496,0.17634099333727846,-0.06513076013263258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10055106162410536,0.3302773222553655,0.322463751662848,0.3107515935152336,0.6087790129697469,-0.6363373765909184,0.22095638935913678,-0.08137803455250299,-0.20988330194219976,0.0244599306076198,-0.2425539857424374,-0.641124799352353,-0.470804687091749,-0.579045167051451,-0.4826944931714578,0.7302105354549789,0.6756404643516869,-0.6632376166475065,0.5354835611481856,-0.09113920368211596,0.511573238097724,0.6273966586007294,-0.4685825652612794,0.32464426796062434,0.5075563219523853,0.12254584640141099,0.16839369029963858,-0.3997143828777213,0.2222336803945263,0.06398339626199985,0.23467448438174124,-0.15345349658780766,-0.10674214028440816,-0.05803924410152434,0.3611093335986355,0.16450314416415113,0.5272905404223133,0.5114984378463904,0.9352246054798413,0.9121632064251227,0.9275774633786712,0.9035385704828544,0.7516094550056064,0.822493102587171,0.6517776879995791,0.7381036141862212,0.9630730749671516,0.9570968788784359,0.817542944794213,0.833132461843145,0.6223256155224923,0.6310438546287592,0.2684332886811406,0.2598070851008205,0.03136195538978496,0.9969492980688827,0.9832685108279939,0.9181363804034823,0.9014190873982393,0.9966421120543681,0.9864854198758498,0.35848167740421405,0.5011431575878476,0.49991410527526836,0.6591436992927314,0.6356262044723763,0.2837566852602612,0.26862266934952356,0.2524581875808649,0.3242314842442732,-0.03369087690333281,-0.05354953189474773,-0.6150901482193128,0.5189874716354596,0.9278368843024921,0.917942069738614,0.7933728849089806,0.7003582570082145,0.9619951811907689,0.8297194325742724,0.6290137664816674,0.2641350936219163,0.9924321778011321,0.9107450261090261,0.9937404719536818,0.3404168666806599,0.5048951751131298,0.6502222499646725,0.27677019279018406,-0.04501516195220162,0.9961601712510493,-0.6150901482193114,1.0,0.9878705444008408,0.03108345869284469
